필드명	행정표준용어	매칭결과
	무점포판매	
	무제한	
	무죄	
	무주택	
	무주택세대주	
	무체재산	
	무통장	
	무한책임	
	무한책임사원	
	무허가	
	무형	
	무형문화재	
	무환수입	
	무환수출	
	무효	
	묶음	
	문	
	문고	
	문구	
	문란	
	문맹	
	문서	
	문서과	
	문서관리	
	문서관리시스템	
	문서보존관리기관	
	문서카드	
	문서함	
	문안	
	문의	
	문의성	
	문의자	
	문의처	
	문자	
	문자메시지	
	문자열	
	문장	
	문제	
	문제점	
	문집	
	문책	
	문학	
	문항	
	문헌	
	문형금속탐지	
	문형금속탐지기	
	문화	
	문화관광부	
	문화산업	
	문화산업단지	
	문화산업전문투자조합	
	문화산업진흥시설	
	문화상품	
	문화시설	
	문화예술	
	문화재	
	문화재청	
	물	
	물가	
	물가동향	
	물가지수	
	물가통계	
	물건	
	물권	
	물납	
	물동	
	물동량	
	물량	
	물류	
	물류관리사	
	물류사업	
	물류설비	
	물류시설	
	물류체계	
	물류표준화	
	물류현대화	
	물리	
	물리적	
	물리적방벽	
	물리적방호	
	물리파일	
	물물교환	
	물자	
	물적	
	물적자원	
	물적편성주의	
	물질	
	물품	
	물품매도확약서	
	물품목록	
	물품목록정보	
	물품반입확인서	
	물품반출확인서	
	뮤추얼펀드	
	미	
	미개간지	
	미개발	
	미검화물	
	미결	
	미결산	
	미결수용자	
	미결재	
	미결정	
	미결제	
	미곡종합처리장	
	미국	
	미국마약청	
	미국재료시험협회	
	미군	
	미군영내상점	
	미기상	
	미납	
	미납금액	
	미납자	
	미달	
	미들웨어	
	미등기	
	미등록	
	미디어	
	미래	
	미량	
	미리보기	
	미만	
	미복구	
	미비	
	미사일	
	미상	
	미상환	
	미생물	
	미생물학	
	미성년	
	미성년자	
	미세	
	미소기준	
	미수	
	미수	
	미수검	
	미수금액	
	미수납	
	미수범	
	미숙아	
	미술	
	미술공예	
	미술관	
	미술관자료	
	미술사학	
	미술품	
	미식	
	미신	
	미실적	
	미아	
	미연	
	미완	
	미용	
	미용업	
	미임용자	
	미주	
	미지	
	미지급	
	미지불	
	미착	
	미처리	
	미추진	
	미터	
	미풍양속	
	미필	
	미합중국	
	미해결	
	미혼	
	미혼모	
	미화	
	미확인	
	미환급	
	미환부	
	미회수	
	미흡	
	민간	
	민간관리주체	
	민간위탁	
	민간자격	
	민간투자사업	
	민감	
	민군겸용기술사업	
	민방위	
	민법	
	민사	
	민사사건	
	민사소송	
	민사재판권	
	민사조정	
	민사책임	
	민사회사	
	민속	
	민속신앙	
	민속악	
	민심	
	민영	
	민영교도소	
	민영농수산물도매시장	
	민영주택	
	민영화	
	민원	
	민원사무	
	민원인	
	민유지	
	민자	
	민자유치사업	
	민정	
	민족	
	민주	
	민주적	
	민주정치	
	민주주의	
	민주평화통일자문회의	
	민주화	
	민주화운동	
	민통선	
	밀도	
	밀수	
	밀수꾼	
	밀수출입	
	밀수출입죄	
	밀수품	
	밀접	
	밀집	
	밀폐공간	
	밀폐시설	
	밀항	
	밀항단속법	
	밍크	
	및	
	밑술	
	바다	
	바다골재	
	바다목장	
	바닥	
	바닷가	
	바람	
	바로가기	
	바로미터	
	바우처	
	바이러스	
	바이러스	
	바이오	
	바이오칩	
	바이탈	
	바이트	
	바코드	
	박람회	
	박막	
	박물관	
	박물관자료	
	박사	
	박수	
	박스수	
	반	
	반기	
	반납	
	반납수량	
	반납자	
	반대	
	반대청약	
	반도체	
	반려	
	반려자	
	반복	
	반부패	
	반사	
	반사판	
	반사회적	
	반소	
	반송	
	반송대	
	반송자	
	반송파전력	
	반영	
	반영구	
	반영율	
	반올림	
	반응	
	반입	
	반입사고	
	반입자	
	반자동	
	반장	
	반장	
	반지름	
	반출	
	반출반입	
	반출자	
	반파	
	반포	
	반품	
	반환	
	받침	
	받침목	
	발각	
	발간	
	발간물	
	발견	
	발광	
	발광소자	
	발굴	
	발권	
	발급	
	발급자	
	발기인	
	발기인조합	
	발동	
	발령	
	발매	
	발명	
	발명가	
	발명자	
	발병	
	발부	
	발사	
	발사	
	발사체	
	발생	
	발생수량	
	발송	
	발송자	
	발송지	
	발신	
	발아시험	
	발암	
	발암성	
	발암성물질	
	발언	
	발열	
	발열량	
	발의	
	발전	
	발전기	
	발전사업	
	발전사업자	
	발전설비	
	발전소	
	발주	
	발주기관	
	발착	
	발췌	
	발파	
	발표	
	발행	
	발행	
	발행가액	
	발행인	
	발행자	
	발행자	
	발행주식	
	발화	
	발화장치	
	발효	
	발휘	
	밝기	
	밝음	
	밧데리	
	방	
	방류	
	방문	
	방문자	
	방문판매	
	방범	
	방법	
	방법론	
	방벽	
	방비	
	방사	
	방사	
	방사선	
	방사선관계종사자	
	방사선관리구역	
	방사선발생장치	
	방사선사	
	방사선작업종사자	
	방사성	
	방사성동위원소	
	방사성물질	
	방사성폐기물	
	방산물자	
	방송	
	방송구역	
	방송국	
	방송사업자	
	방식	
	방안	
	방어	
	방역	
	방염	
	방영	
	방위	
	방위각	
	방위산업	
	방위산업시설	
	방위산업체	
	방위세	
	방음시설	
	방임	
	방재	
	방재실	
	방제	
	방조제	
	방지	
	방진시설	
	방청	
	방출	
	방치	
	방침	
	방파제	
	방해	
	방향	
	방호	
	방호벽	
	방화	
	방화	
	방화구조	
	방화문	
	방화벽	
	밭	
	배경	
	배경음	
	배경음악	
	배관	
	배구	
	배구장	
	배기	
	배기량	
	배길이	
	배깊이	
	배너	
	배너비	
	배달	
	배당	
	배당금	
	배당기일	
	배당률	
	배당변제	
	배당소득	
	배드민턴	
	배드민턴장	
	배럴	
	배면	
	배변	
	배부	
	배부자	
	배분	
	배상	
	배상금	
	배서	
	배선	
	배설	
	배속	
	배송	
	배수	
	배수지	
	배아	
	배양	
	배열	
	배열	
	배우자	
	배율	
	배임죄	
	배전	
	배전반	
	배전사업	
	배전사업자	
	배전선로	
	배점	
	배정	
	배제	
	배차	
	배차실	
	배출	
	배출량	
	배출시설	
	배출자	
	배치	
	배치	
	배치설계	
	배치설계권	
	배타적	
	배타적경제수역	
	배터리	
	배포	
	배합사료	
	배후	
	백그라운드	
	백금	
	백두대간	
	백본	
	백본망	
	백분율	
	백삼	
	백색	
	백서	
	백신	
	백업	
	백열	
	백일해	
	백지배서	
	백지식배서	
	백지어음	
	백지위임장	
	백합	
	백화점	
	밸러스트	
	밸브	
	밸브대	
	밸브실	
	버섯	
	버스	
	버전	
	버젼	
	버즘나무	
	버튼	
	버튼	
	버퍼	
	버퍼링	
	번식	
	번역	
	번지	
	번지유형	
	번째	
	번호	
	번호이동	
	번호이동성	
	번호판	
	벌금	
	벌금형	
	벌레	
	벌점	
	벌채	
	벌칙	
	벌크	
	벌크선	
	범람	
	범례	
	범선	
	범위	
	범위관리	
	범인	
	범인은닉	
	범인은닉죄	
	범죄	
	범죄경력조회	
	범죄수익	
	범죄인	
	범죄자	
	범죄정보관리시스템	
	범죄피해	
	범주	
	범칙	
	범칙금	
	범칙자	
	범행	
	법	
	법규	
	법령	
	법령개정	
	법령별지	
	법령부칙	
	법령분야	
	법령예규	
	법령운영공지	
	법령정보	
	법률	
	법률구조	
	법무	
	법무부	
	법안	
	법원	
	법원보관금	
	법익	
	법인	
	법인대표자	
	법인등록번호	
	법인사업자	
	법인세	
	법인세할	
	법인심사	
	법인해산	
	법적	
	법전	
	법정	
	법정	
	법정계량	
	법정과실	
	법정관리	
	법정기간	
	법정대리	
	법정대리인	
	법정동	
	법정리	
	법정외	
	법정이율	
	법정이자	
	법정준비금	
	법정추인	
	법제	
	법제처	
	법조	
	법조인	
	법종	
	법학	
	벚나무	
	베너	
	벡터	
	벤더	
	벤젠	
	벤처	
	벤처기업	
	벤치	
	벤치마킹	
	벨	
	벼	
	벼농사	
	벼락	
	벽	
	벽단자	
	벽돌	
	벽지	
	변경	
	변경관리	
	변경대상	
	변경등기	
	변경사유	
	변경유형	
	변경이력	
	변경자	
	변경전	
	변경전후	
	변경후	
	변동	
	변동이력	
	변동이율	
	변동전	
	변동후	
	변란	
	변론	
	변리사	
	변명	
	변상	
	변수	
	변압기	
	변이	
	변전	
	변전소	
	변제	
	변조	
	변질	
	변천	
	변칙	
	변태설립	
	변형	
	변호권	
	변호사	
	변호인	
	변화	
	변화관리자	
	변환	
	변환기	
	별	
	별거	
	별기	
	별도	
	별매	
	별명	
	별송품	
	별정우체국	
	별정직	
	별정통신사업	
	별지	
	별첨	
	별칭	
	별표	
	병	
	병과	
	병과	
	병균	
	병기	
	병동	
	병력	
	병력	
	병렬	
	병리	
	병리학	
	병목	
	병무	
	병무청	
	병사	
	병상	
	병실	
	병역	
	병영	
	병영도서관	
	병영생활	
	병용	
	병원	
	병원성	
	병원체	
	병적	
	병종사태	
	병충해	
	병합	
	병해	
	병해충	
	병행	
	보	
	보강	
	보건	
	보건교육	
	보건복지부	
	보건소	
	보건의료	
	보건의료기관	
	보건의료기술	
	보건의료서비스	
	보건의료인	
	보건의료정보	
	보건진료소	
	보건진료원	
	보고	
	보고서	
	보고자	
	보관	
	보관료	
	보관소	
	보국훈장	
	보궐선거	
	보급	
	보기	
	보너스	
	보너스	
	보도	
	보도	
	보류	
	보물	
	보복	
	보복관세	
	보상	
	보상	
	보상금	
	보상책임	
	보석	
	보석	
	보세	
	보세구역	
	보세구역타입	
	보세운송	
	보세운송기간	
	보세운송신고	
	보세운송업자	
	보세작업	
	보세제도	
	보세창고	
	보세판매장	
	보세화물	
	보세화물운송주선	
	보수	
	보수자	
	보식	
	보안	
	보안처분	
	보안키	
	보온	
	보온재	
	보완	
	보완서	
	보유	
	보유기관	
	보유자	
	보육	
	보육시설	
	보육시설종사자	
	보일러	
	보장	
	보장기관	
	보전	
	보전구역	
	보정	
	보정	
	보조	
	보조간선도로	
	보조금	
	보조기관	
	보조비	
	보조사료	
	보존	
	보존등기	
	보존종별	
	보좌	
	보좌관	
	보좌기관	
	보증	
	보증	
	보증금	
	보증부월세	
	보증서	
	보증서부매입	
	보증수표	
	보증인	
	보증주	
	보증채무	
	보직	
	보철구	
	보충	
	보충역	
	보칙	
	보통	
	보통교부세	
	보통명	
	보통세	
	보통주	
	보트	
	보편적	
	보합	
	보행자	
	보행자전용도로	
	보험	
	보험가액	
	보험계약	
	보험계약자	
	보험기간	
	보험대리점	
	보험대위	
	보험료	
	보험사	
	보험사고	
	보험설계사	
	보험업	
	보험위부	
	보험자	
	보험중개사	
	보험증권	
	보험환자	
	보험회사	
	보호	
	보호관찰	
	보호구역	
	보호기관	
	보호수	
	보호시설	
	보호외국인	
	보호자	
	보호처분	
	보훈	
	복개	
	복구	
	복권	
	복권	
	복귀	
	복도	
	복리	
	복리후생	
	복명	
	복명서	
	복무	
	복사	
	복수	
	복식	
	복식부기	
	복약지도	
	복용	
	복원	
	복위	
	복잡	
	복장	
	복적	
	복제	
	복제품	
	복지	
	복지관	
	복지제도	
	복직	
	복토	
	복통	
	복표	
	복학	
	복합	
	복합운송선하증권	
	복합운송주선업	
	복합유통제공업	
	복합형	
	복호화	
	본거지	
	본관	
	본교	
	본래	
	본류	
	본문	
	본번	
	본봉	
	본부	
	본사	
	본서	
	본선	
	본선적부도	
	본선터널	
	본성	
	본세	
	본수	
	본안	
	본예산	
	본인	
	본적	
	본적지	
	본점	
	본질	
	본청담당자	
	본청운영자	
	본체	
	본회	
	볼	
	볼륨	
	볼링장	
	볼트	
	봄	
	봉급	
	봉사	
	봉쇄	
	봉인	
	봉투	
	봉함	
	부	
	부가	
	부가가치세	
	부가물	
	부가서비스	
	부가세	
	부검	
	부과	
	부과과세	
	부관	
	부관리자	
	부교수	
	부기	
	부기등기	
	부내	
	부녀자	
	부담	
	부담금	
	부담당자	
	부담부증여	
	부당	
	부당노동행위	
	부당이득	
	부당이득세	
	부대	
	부대사업	
	부대시설	
	부도	
	부동	
	부동산	
	부동산개발사업	
	부동산경매절차	
	부동산실명제	
	부동산질	
	부두	
	부두밖보세구역	
	부두밖콘테이너장치장	
	부두사용료	
	부두수취증	
	부두운영회사	
	부두인도가격	
	부두장치장	
	부두통관1과	
	부두통관2과	
	부랑	
	부랑인	
	부랑인복지시설	
	부록	
	부류	
	부모	
	부문	
	부번	
	부보	
	부보각서	
	부보금융기관	
	부본	
	부부	
	부분	
	부분감사	
	부비트랩	
	부사	
	부산	
	부산경남지역본부세관	
	부산광역시	
	부산광역시강서구	
	부산광역시금정구	
	부산광역시기장군	
	부산광역시남구	
	부산광역시동구	
	부산광역시동래구	
	부산광역시부산진구	
	부산광역시북구	
	부산광역시사상구	
	부산광역시사하구	
	부산광역시서구	
	부산광역시수영구	
	부산광역시연제구	
	부산광역시영도구	
	부산광역시중구	
	부산광역시해운대구	
	부산물	
	부산물공제	
	부산물비료	
	부산물석유제품	
	부산물수불대장	
	부산물염	
	부상	
	부상자	
	부서	
	부서장	
	부선	
	부설	
	부속	
	부속건축물	
	부속기관	
	부속물	
	부속서	
	부속시설	
	부속용도	
	부속지번	
	부속품	
	부수	
	부수시설물	
	부식	
	부식성	
	부실	
	부실금융기관	
	부실우려금융기관	
	부실우려조합	
	부실조합	
	부실징후기업	
	부실채권	
	부양	
	부양가족	
	부양의무자	
	부양자	
	부업	
	부여	
	부연	
	부원	
	부위	
	부유	
	부의사항	
	부인	
	부인과	
	부임	
	부자재	
	부작용	
	부작위	
	부재	
	부재자	
	부재중	
	부적격	
	부적격혈액	
	부적운임	
	부적정	
	부적합	
	부점	
	부정	
	부정경쟁행위	
	부정기선	
	부정된	
	부정부패	
	부제	
	부제목	
	부조리	
	부족	
	부종	
	부지	
	부지번	
	부진	
	부차	
	부착	
	부착물	
	부착판	
	부채	
	부책	
	부처	
	부칙	
	부탄	
	부터	
	부팅	
	부패	
	부패	
	부패행위	
	부품	
	부품가액	
	부품소재	
	부품소재전문기업	
	부피	
	부하	
	부하	
	부호	
	부화업	
	부활	
	부회장	
	북	
	북마크	
	북미	
	북방한계선	
	북부	
	북위	
	북쪽	
	북측	
	북측인물	
	북측인물가족	
	북측인물경력	
	북한	
	북한이탈주민	
	북한주민	
	분	
	분	
	분가	
	분간	
	분개	
	분개장	
	분교	
	분구	
	분권	
	분규	
	분기	
	분기기	
	분납	
	분뇨	
	분뇨처리시설	
	분담	
	분담비율	
	분당	
	분량	
	분류	
	분리	
	분리과세	
	분리대	
	분리배출	
	분리밸러스트	
	분만	
	분명	
	분모	
	분묘	
	분배	
	분배금	
	분배기	
	분사기	
	분산	
	분석	
	분석검사	
	분석소	
	분석시료	
	분석실	
	분석의뢰	
	분석회보	
	분쇄	
	분수	
	분실	
	분야	
	분양	
	분양사업자	
	분양전환	
	분여세	
	분위기	
	분유	
	분자	
	분장	
	분쟁	
	분전반	
	분진	
	분진작업	
	분초	
	분포	
	분필등기	
	분할	
	분할납부	
	분할선적	
	분할소유권	
	분할수입신고	
	분할증명서	
	분할채권	
	분할출원	
	분해	
	불가	
	불가분채권	
	불가사유	
	불가항력	
	불가항력조항	
	불개항	
	불건전	
	불공정	
	불공정거래행위	
	불균등	
	불기소장	
	불기소장보존	
	불기소처분	
	불납	
	불납결손	
	불능	
	불도저	
	불량	
	불리	
	불만	
	불만족	
	불매운동	
	불명	
	불명분	
	불법	
	불법방해행위	
	불법배출	
	불법배출시설	
	불법부실대출	
	불법수익	
	불법수익재산	
	불법외환거래	
	불법이전	
	불법재산	
	불법전용	
	불변	
	불복	
	불복신청	
	불소	
	불수리	
	불신임	
	불심검문	
	불쑥창	
	불연	
	불연재료	
	불연화	
	불온	
	불완료	
	불용	
	불용품	
	불이익	
	불이행	
	불일치	
	불임수술	
	불입	
	불장난	
	불참	
	불체포특권	
	불출	
	불쾌지수	
	불투	
	불투수층	
	불티	
	불편	
	불필요	
	불하물품	
	불합격	
	불허	
	불확정청약	
	붕괴	
	뷰	
	뷰어	
	브라우저	
	브라운백미팅	
	브랜드	
	브레인스토밍	
	브로드캐스트	
	브로커	
	브롬화난연제	
	브리핑	
	블랙리스트	
	블랭킷에어리어	
	블로그	
	블록	
	블루오션전략	
	블루투스	
	비	
	비	
	비간부	
	비감리	
	비거주자	
	비결	
	비경쟁	
	비고	
	비공개	
	비공제	
	비과세	
	비과세소득	
	비과세주식	
	비관세장벽	
	비교	
	비급여	
	비녹지	
	비닐	
	비대	
	비대칭디지털가입자회선	
	비동기	
	비디오	
	비디오물	
	비디오물대여업	
	비디오물시청제공업	
	비례	
	비례대표지방의회의원	
	비료	
	비료업자	
	비만	
	비매품	
	비면세대상자	
	비목	
	비밀	
	비밀번호	
	비밀의장	
	비밀준비금	
	비밀특허	
	비보	
	비상	
	비상구	
	비상근	
	비상기획위원회	
	비상단계	
	비상사태	
	비상장	
	비서	
	비소	
	비속	
	비속어	
	비송사건	
	비수기	
	비식용	
	비업무용자산	
	비영리내국법인	
	비영리민간단체	
	비영리법인	
	비영리외국법인	
	비오톱	
	비옥	
	비용	
	비위	
	비율	
	비율급	
	비은행업	
	비자	
	비자금	
	비전	
